code,start_time,home_team,visiting_team
199001080PHI,Indiana Pacers,120,116
199001080POR,Sacramento Kings,108,96
199001090CHH,Los Angeles Clippers,98,108
199001090DET,Chicago Bulls,100,90
199001090HOU,Seattle SuperSonics,97,90
199111060SAS,Portland Trail Blazers,119,93
199111070DEN,Minnesota Timberwolves,88,77
199111070HOU,Cleveland Cavaliers,105,86
199111070NJN,Miami Heat,89,111
199111070NYK,Orlando Magic,128,100
199311100WSB,New York Knicks,84,92
199311110CHH,Orlando Magic,120,87
199311110HOU,Minnesota Timberwolves,107,99
199311110LAC,Detroit Pistons,111,99
199311110MIA,Milwaukee Bucks,116,103
198911110CLE,Boston Celtics,104,101
198911110GSW,Charlotte Hornets,115,104
198911110HOU,Utah Jazz,100,92
198911110LAC,New York Knicks,111,112
198911110MIA,Detroit Pistons,88,84
199211130IND,Charlotte Hornets,110,109
199211130LAL,Los Angeles Clippers,98,124
199211130MIL,Chicago Bulls,96,101
199211130POR,Cleveland Cavaliers,115,109
199211130WSB,New York Knicks,106,104
198912010POR,Golden State Warriors,123,110
198912010WSB,Philadelphia 76ers,107,90
198912020ATL,Philadelphia 76ers,100,92
198912020CLE,Minnesota Timberwolves,74,101
198912020DEN,Portland Trail Blazers,146,113
199011100PHO,Denver Nuggets,173,143
199011100SAC,New York Knicks,88,93
199011100SAS,Houston Rockets,111,110
199011100SEA,Golden State Warriors,100,117
199011110HOU,Utah Jazz,110,90
199205010DET,New York Knicks,86,82
199205020CLE,Boston Celtics,101,76
199411110SEA,Phoenix Suns,129,123
199411110UTA,Golden State Warriors,104,112
199411110WSB,New Jersey Nets,104,91
199411120CHH,Detroit Pistons,113,100
199204010BOS,Washington Bullets,120,106
200610310LAL,10:30p,Los Angeles Lakers,Phoenix Suns
200610310MIA,8:00p,Miami Heat,Chicago Bulls
199404010NJN,Orlando Magic,96,98
199404010PHI,Portland Trail Blazers,100,111
199404010PHO,Atlanta Hawks,93,87
199404020DAL,Cleveland Cavaliers,88,95
199404020IND,Orlando Magic,128,113
200606010DAL,8:30p,Dallas Mavericks,Phoenix Suns
200606020MIA,8:00p,Miami Heat,Detroit Pistons
200606030PHO,10:30p,Phoenix Suns,Dallas Mavericks
199710310MIN,Golden State Warriors,129,113
199710310NJN,Indiana Pacers,97,95
199710310ORL,Atlanta Hawks,99,105
199710310PHI,Milwaukee Bucks,88,103
199710310PHO,Los Angeles Clippers,110,100
199611070POR,Minnesota Timberwolves,95,94
199611070SAC,Atlanta Hawks,87,91
199611080BOS,Philadelphia 76ers,105,115
199611080CLE,Vancouver Grizzlies,88,72
199611080DEN,Golden State Warriors,94,91
200605010LAC,10:30p,Los Angeles Clippers,Denver Nuggets
199406190HOU,New York Knicks,86,84
199406220HOU,New York Knicks,90,84
199004100NJN,Boston Celtics,96,112
199004100NYK,Detroit Pistons,98,108
199004100ORL,Milwaukee Bucks,127,130
199004100PHI,Atlanta Hawks,111,123
199004100SAC,Denver Nuggets,113,121
199405020IND,Orlando Magic,99,86
199405030CLE,Chicago Bulls,92,95
199405030MIA,Atlanta Hawks,90,86
199405030POR,Houston Rockets,118,115
199405030UTA,San Antonio Spurs,105,72
199003090BOS,Washington Bullets,108,115
199003090IND,Phoenix Suns,130,134
199003090LAL,Golden State Warriors,131,115
199003090MIL,Utah Jazz,100,108
199206100POR,Chicago Bulls,93,88
199206120POR,Chicago Bulls,106,119
199206140CHI,Portland Trail Blazers,97,93
199002080WSB,Los Angeles Clippers,103,105
199002130ATL,New York Knicks,109,114
199002130DAL,San Antonio Spurs,103,96
199002130DET,Denver Nuggets,106,96
199002130HOU,Boston Celtics,94,107
199403010GSW,Los Angeles Clippers,114,109
199403010HOU,Orlando Magic,97,85
199403010IND,Portland Trail Blazers,106,94
199403010MIL,Miami Heat,102,110
199403010NJN,Detroit Pistons,108,98
199402010PHO,Los Angeles Clippers,108,106
199402010SAC,Portland Trail Blazers,102,97
199402010SAS,Los Angeles Lakers,112,97
199402010UTA,Houston Rockets,104,88
199402020ATL,Orlando Magic,118,99
199511030SAS,Dallas Mavericks,97,103
199511030TOR,New Jersey Nets,94,79
199511030UTA,Seattle SuperSonics,112,94
199511040ATL,Orlando Magic,124,91
199511040CHH,Philadelphia 76ers,119,108
199001090MIA,San Antonio Spurs,102,107
199001090NJN,Boston Celtics,87,78
199001090NYK,Washington Bullets,131,127
199001090PHO,Los Angeles Lakers,121,118
199001090SAC,Minnesota Timberwolves,84,70
199111070UTA,Seattle SuperSonics,95,103
199111080BOS,Atlanta Hawks,95,100
199111080CHH,Milwaukee Bucks,122,125
199111080CHI,Dallas Mavericks,108,92
199111080LAC,Denver Nuggets,106,82
199311110NJN,Indiana Pacers,105,108
199311110SEA,Cleveland Cavaliers,115,102
199311120BOS,Charlotte Hornets,107,110
199311120GSW,Cleveland Cavaliers,93,102
198911110MIL,Philadelphia 76ers,96,104
198911110SAS,Denver Nuggets,122,108
198911120LAL,Dallas Mavericks,107,98
199211140CHH,Miami Heat,95,104
199211140CHI,Denver Nuggets,117,84
199211140DAL,Atlanta Hawks,113,105
199211140DET,Indiana Pacers,100,104
198912020GSW,Milwaukee Bucks,101,98
198912020HOU,Dallas Mavericks,103,106
198912020LAC,Sacramento Kings,114,84
198912020MIA,Chicago Bulls,107,114
199011110LAL,New York Knicks,103,109
199011110MIN,Orlando Magic,108,81
199011110POR,Los Angeles Clippers,138,107
199011120NJN,Washington Bullets,92,97
199205030LAC,Utah Jazz,115,107
199205030LAL,Portland Trail Blazers,76,102
199205030NYK,Detroit Pistons,94,87
199205040CLE,Boston Celtics,98,104
199411120CHI,Dallas Mavericks,120,124
199411120CLE,Indiana Pacers,86,93
199411120DEN,Utah Jazz,119,110
199411120GSW,Los Angeles Lakers,121,99
199204010CHI,Charlotte Hornets,100,94
199204010DAL,Orlando Magic,102,89
199204010IND,Atlanta Hawks,137,117
199404020NYK,Miami Heat,110,87
199404020SAC,Minnesota Timberwolves,102,87
199404020SAS,Charlotte Hornets,117,111
200603010BOS,7:30p,Boston Celtics,Miami Heat
200606080DAL,9:00p,Dallas Mavericks,Miami Heat
200606110DAL,9:00p,Dallas Mavericks,Miami Heat
200606130MIA,9:00p,Miami Heat,Dallas Mavericks
200606150MIA,9:00p,Miami Heat,Dallas Mavericks
199710310POR,Seattle SuperSonics,83,91
199710310VAN,Dallas Mavericks,88,90
200602010BOS,7:30p,Boston Celtics,Phoenix Suns
199611080DET,Chicago Bulls,80,98
199611080LAC,New York Knicks,81,88
199611080MIA,Milwaukee Bucks,101,89
199611080ORL,New Jersey Nets,86,82
200605010MEM,8:00p,Memphis Grizzlies,Dallas Mavericks
200605010MIL,8:30p,Milwaukee Bucks,Detroit Pistons
200605020MIA,8:00p,Miami Heat,Chicago Bulls
200605020NJN,7:00p,New Jersey Nets,Indiana Pacers
200604010CHI,8:30p,Chicago Bulls,Boston Celtics
199004100UTA,Seattle SuperSonics,114,102
199004110ATL,Milwaukee Bucks,106,94
199004110CHI,Cleveland Cavaliers,107,86
199004110DET,New Jersey Nets,98,93
199004120BOS,Miami Heat,139,118
199405040GSW,Phoenix Suns,133,140
199405040NJN,New York Knicks,93,92
199405050DEN,Seattle SuperSonics,94,85
199405050MIA,Atlanta Hawks,89,103
199003090NJN,Detroit Pistons,95,99
199003090PHI,Portland Trail Blazers,100,104
199003100CHI,Indiana Pacers,117,105
199003100HOU,Dallas Mavericks,105,95
199002130IND,Charlotte Hornets,128,105
199002130LAC,Phoenix Suns,96,118
199002130MIA,Chicago Bulls,95,107
199002130SAC,Washington Bullets,106,98
199002130SEA,Portland Trail Blazers,106,110
199403010PHI,Washington Bullets,103,109
199403010SAC,New York Knicks,88,100
199403010SEA,Charlotte Hornets,112,96
199403020BOS,Cleveland Cavaliers,96,110
199403020CHI,Los Angeles Lakers,89,97
199402020BOS,Seattle SuperSonics,84,97
199402020CHH,Indiana Pacers,112,124
199402020DET,Milwaukee Bucks,104,90
199402020GSW,Denver Nuggets,97,84
199511040CHI,Boston Celtics,107,85
199511040DAL,Golden State Warriors,99,84
199511040DEN,San Antonio Spurs,108,116
199511040IND,Toronto Raptors,97,89
199511040MIA,Cleveland Cavaliers,85,71
199001100ATL,Los Angeles Clippers,109,115
199001100BOS,Detroit Pistons,104,97
199001100CLE,Milwaukee Bucks,100,116
199001100GSW,Dallas Mavericks,123,119
199001100IND,Chicago Bulls,120,113
199111080PHI,Golden State Warriors,126,116
199111080PHO,Los Angeles Lakers,113,85
199111080POR,Indiana Pacers,121,96
199111080SAS,Cleveland Cavaliers,107,101
199111090ATL,Miami Heat,97,93
199311120IND,New York Knicks,84,103
199311120LAL,Denver Nuggets,84,113
199311120MIN,Dallas Mavericks,99,115
199311120ORL,Miami Heat,100,115
198911120MIN,Seattle SuperSonics,97,108
198911120POR,Washington Bullets,95,104
198911130ORL,Atlanta Hawks,104,112
198911130UTA,Washington Bullets,106,93
199211140GSW,Portland Trail Blazers,116,130
199211140MIN,Phoenix Suns,101,108
199211140NJN,Orlando Magic,124,113
199211140NYK,Boston Celtics,85,80
198912020PHO,New York Knicks,112,122
198912020SAS,Charlotte Hornets,118,110
198912020SEA,Detroit Pistons,120,95
198912020WSB,Utah Jazz,98,100
198912030LAL,New York Knicks,115,104
199011130ATL,Cleveland Cavaliers,104,121
199011130CHH,Washington Bullets,120,105
199011130DET,Miami Heat,118,93
199011130GSW,San Antonio Spurs,128,124
199011130HOU,Minnesota Timberwolves,90,88
200601010LAL,9:30p,Los Angeles Lakers,Utah Jazz
199205040UTA,Los Angeles Clippers,98,89
199205050CHI,New York Knicks,89,94
199205050POR,Phoenix Suns,113,111
199205060UTA,Seattle SuperSonics,108,100
200512010DAL,8:00p,Dallas Mavericks,San Antonio Spurs
199411120LAC,Phoenix Suns,101,108
199411120MIA,Washington Bullets,99,109
199411120MIN,Boston Celtics,101,114
199411120NJN,Houston Rockets,84,100
200511010NOK,8:00p,New Orleans/Oklahoma City Hornets,Sacramento Kings
199204010MIL,New Jersey Nets,117,121
199204010PHI,Miami Heat,108,91
199204010SAS,Los Angeles Lakers,104,86
199204020CHH,New York Knicks,96,117
199204020CLE,Los Angeles Clippers,115,98
200506010PHO,9:00p,Phoenix Suns,San Antonio Spurs
200506020MIA,8:00p,Miami Heat,Detroit Pistons
200506040DET,8:00p,Detroit Pistons,Miami Heat
199404020SEA,Golden State Warriors,119,109
199404020UTA,Denver Nuggets,101,91
199404020WSB,Milwaukee Bucks,104,96
199404030DET,Chicago Bulls,93,96
200505010MEM,8:00p,Memphis Grizzlies,Phoenix Suns
200603010CLE,7:00p,Cleveland Cavaliers,Sacramento Kings
200603010DEN,9:00p,Denver Nuggets,Detroit Pistons
200603010GSW,10:30p,Golden State Warriors,Orlando Magic
200603010HOU,9:00p,Houston Rockets,Philadelphia 76ers
200603010LAC,10:30p,Los Angeles Clippers,New Orleans/Oklahoma City Hornets
200606180MIA,9:00p,Miami Heat,Dallas Mavericks
200606200DAL,9:00p,Dallas Mavericks,Miami Heat
200602010CHA,7:30p,Charlotte Bobcats,Atlanta Hawks
200602010CLE,7:00p,Cleveland Cavaliers,New Jersey Nets
200602010DET,7:30p,Detroit Pistons,Minnesota Timberwolves
200602010HOU,8:30p,Houston Rockets,Milwaukee Bucks
199611080SAS,Seattle SuperSonics,75,87
199611080TOR,Los Angeles Lakers,93,92
199611080WSB,Charlotte Hornets,87,102
199611090CHH,Milwaukee Bucks,98,100
199611090CHI,Boston Celtics,104,92
200605020PHO,10:30p,Phoenix Suns,Los Angeles Lakers
200605020SAS,9:30p,San Antonio Spurs,Sacramento Kings
200605030CLE,8:30p,Cleveland Cavaliers,Washington Wizards
200605030DET,6:00p,Detroit Pistons,Milwaukee Bucks
200604010CLE,2:00p,Cleveland Cavaliers,Miami Heat
200604010MIL,8:30p,Milwaukee Bucks,Indiana Pacers
200604010POR,10:00p,Portland Trail Blazers,Utah Jazz
200604010SAS,8:30p,San Antonio Spurs,Washington Wizards
200604020CHA,6:00p,Charlotte Bobcats,Cleveland Cavaliers
199004120GSW,Dallas Mavericks,133,140
199004120HOU,Charlotte Hornets,117,110
199004120NYK,Indiana Pacers,108,100
199004120PHI,Minnesota Timberwolves,110,77
199405050UTA,San Antonio Spurs,95,90
199405060NJN,New York Knicks,92,102
199405060POR,Houston Rockets,89,92
199405070SEA,Denver Nuggets,94,98
199003100LAC,Orlando Magic,112,101
199003100MIN,Phoenix Suns,98,101
199003100NYK,New Jersey Nets,110,91
199003100SAS,Denver Nuggets,118,111
199002130UTA,Minnesota Timberwolves,110,104
199002140CLE,Indiana Pacers,131,133
199002140LAL,Portland Trail Blazers,128,132
199002140MIL,Denver Nuggets,127,117
199403020DET,Portland Trail Blazers,107,131
199403020LAC,Charlotte Hornets,118,109
199403020MIN,Miami Heat,100,108
199403020SAS,Utah Jazz,96,106
199402020MIN,Dallas Mavericks,88,92
199402020PHI,Cleveland Cavaliers,97,105
199402020WSB,New York Knicks,80,85
199402030CLE,San Antonio Spurs,97,98
199511040MIL,New York Knicks,71,84
199511040SEA,Los Angeles Lakers,103,89
199511040WSB,Detroit Pistons,100,89
199511050PHO,Houston Rockets,104,106
199001100LAL,Orlando Magic,121,106
199001100PHI,New York Knicks,113,111
199001100UTA,Denver Nuggets,130,99
199001110DEN,Orlando Magic,141,105
199001110MIA,Washington Bullets,89,100
199111090CHI,Orlando Magic,107,76
199111090HOU,Phoenix Suns,96,95
199111090MIL,Dallas Mavericks,111,95
199111090NJN,Detroit Pistons,100,110
199311120POR,Atlanta Hawks,94,84
199311120SAC,San Antonio Spurs,93,91
199311120UTA,Detroit Pistons,109,89
199311120WSB,Philadelphia 76ers,105,93
199311130CHI,Boston Celtics,97,98
198911140BOS,Philadelphia 76ers,96,94
198911140CHH,Orlando Magic,130,116
198911140LAC,Denver Nuggets,129,121
198911140MIA,Houston Rockets,101,99
198911140MIL,San Antonio Spurs,108,97
199211140SAS,Houston Rockets,87,93
199211140SEA,Sacramento Kings,133,117
199211140UTA,Los Angeles Clippers,124,104
199211150LAL,Golden State Warriors,105,102
199211150MIL,Denver Nuggets,115,98
198912040ORL,Portland Trail Blazers,95,121
198912050CHH,Boston Celtics,101,114
198912050CHI,Denver Nuggets,119,99
198912050CLE,Utah Jazz,80,94
199011130IND,Philadelphia 76ers,100,108
199011130LAL,Phoenix Suns,111,112
199011130MIL,Boston Celtics,119,91
199011130ORL,Dallas Mavericks,109,103
200601010MIA,6:00p,Miami Heat,Minnesota Timberwolves
200601010POR,9:00p,Portland Trail Blazers,Los Angeles Clippers
200601020CHI,8:30p,Chicago Bulls,Milwaukee Bucks
200601020DEN,9:00p,Denver Nuggets,Boston Celtics
199205070CHI,New York Knicks,86,78
199205070POR,Phoenix Suns,126,119
199205080BOS,Cleveland Cavaliers,110,107
199205080UTA,Seattle SuperSonics,103,97
200512010UTA,10:30p,Utah Jazz,Los Angeles Lakers
200512020ATL,7:00p,Atlanta Hawks,Toronto Raptors
200512020BOS,7:30p,Boston Celtics,Chicago Bulls
199411120PHI,Orlando Magic,103,116
199411120SAC,Atlanta Hawks,105,97
199411120SAS,New York Knicks,101,82
199411130SEA,Los Angeles Clippers,115,90
200511010PHI,7:00p,Philadelphia 76ers,Milwaukee Bucks
200511010PHO,10:30p,Phoenix Suns,Dallas Mavericks
200511010SAS,8:00p,San Antonio Spurs,Denver Nuggets
200511020BOS,7:30p,Boston Celtics,New York Knicks
199204020HOU,Denver Nuggets,137,114
199204020PHO,Golden State Warriors,109,105
199204020POR,Utah Jazz,118,86
199204020SAC,Seattle SuperSonics,103,111
200506060MIA,8:00p,Miami Heat,Detroit Pistons
200506090SAS,9:00p,San Antonio Spurs,Detroit Pistons
200506120SAS,9:00p,San Antonio Spurs,Detroit Pistons
200506140DET,9:00p,Detroit Pistons,San Antonio Spurs
199404030LAC,Houston Rockets,98,106
199404030LAL,Atlanta Hawks,102,89
199404030NJN,Portland Trail Blazers,105,109
199404030PHI,Boston Celtics,112,135
199404030PHO,Denver Nuggets,108,98
200504010ATL,7:30p,Atlanta Hawks,Boston Celtics
200503010CHA,7:00p,Charlotte Bobcats,Sacramento Kings
200502010DAL,8:30p,Dallas Mavericks,Miami Heat
200505010NJN,3:30p,New Jersey Nets,Miami Heat
200505010PHI,1:00p,Philadelphia 76ers,Detroit Pistons
200505010SAC,10:30p,Sacramento Kings,Seattle SuperSonics
200505020DAL,8:00p,Dallas Mavericks,Houston Rockets
200603010MEM,8:00p,Memphis Grizzlies,New York Knicks
200603010MIN,8:00p,Minnesota Timberwolves,New Jersey Nets
200603010PHO,9:00p,Phoenix Suns,Milwaukee Bucks
200603010POR,10:00p,Portland Trail Blazers,Los Angeles Lakers
200602010IND,7:00p,Indiana Pacers,Los Angeles Lakers
200602010MEM,8:00p,Memphis Grizzlies,Dallas Mavericks
200602010NOK,8:00p,New Orleans/Oklahoma City Hornets,Chicago Bulls
200602010ORL,7:00p,Orlando Magic,Los Angeles Clippers
199611090DAL,Miami Heat,84,91
199611090HOU,Utah Jazz,91,85
199611090IND,Washington Bullets,103,100
199611090PHI,Phoenix Suns,112,95
199611090SAC,Portland Trail Blazers,103,102
200605040CHI,8:00p,Chicago Bulls,Miami Heat
200605040IND,7:00p,Indiana Pacers,New Jersey Nets
200605040LAL,10:30p,Los Angeles Lakers,Phoenix Suns
200605050SAC,10:30p,Sacramento Kings,San Antonio Spurs
200604020DAL,3:30p,Dallas Mavericks,Denver Nuggets
200604020DET,1:00p,Detroit Pistons,Phoenix Suns
200604020LAL,3:30p,Los Angeles Lakers,Houston Rockets
200604020MEM,4:00p,Memphis Grizzlies,Atlanta Hawks
199004120SAC,Phoenix Suns,114,116
199004120SAS,Los Angeles Clippers,105,98
199004120SEA,Denver Nuggets,113,103
199004120UTA,Los Angeles Lakers,107,104
199004120WSB,Cleveland Cavaliers,100,102
199405080ATL,Miami Heat,102,91
199405080HOU,Phoenix Suns,87,91
199405080NYK,Chicago Bulls,90,86
199405100ATL,Indiana Pacers,85,96
199405100UTA,Denver Nuggets,100,91
199003100WSB,Portland Trail Blazers,113,116
199003110ATL,Los Angeles Lakers,115,123
199003110BOS,Philadelphia 76ers,107,105
199003110CHH,Detroit Pistons,88,98
199002140MIN,Charlotte Hornets,95,86
199002140ORL,Chicago Bulls,135,129
199002140PHI,New Jersey Nets,122,112
199403030CLE,Philadelphia 76ers,95,87
199403030DAL,Orlando Magic,94,107
199403030GSW,Phoenix Suns,120,107
199403030NYK,New Jersey Nets,97,86
199402030HOU,Los Angeles Lakers,99,88
199402030POR,Phoenix Suns,126,105
199402030UTA,Chicago Bulls,85,94
199402040ATL,New York Knicks,114,102
199511050POR,Utah Jazz,109,105
199511050SAC,Los Angeles Clippers,99,82
199511050VAN,Minnesota Timberwolves,100,98
199511060ORL,Washington Bullets,105,95
199511060UTA,Atlanta Hawks,105,96
199001110MIN,Portland Trail Blazers,80,82
199001110NJN,Charlotte Hornets,109,101
199001110SAC,Houston Rockets,87,90
199001110SEA,Dallas Mavericks,98,87
199111090NYK,Charlotte Hornets,118,113
199111090SAC,Minnesota Timberwolves,80,84
199111090SEA,Indiana Pacers,118,111
199111090UTA,Los Angeles Clippers,101,84
199111090WSB,Golden State Warriors,119,127
199311130DAL,Utah Jazz,100,101
199311130DEN,Golden State Warriors,98,106
199311130HOU,Phoenix Suns,99,95
199311130LAC,San Antonio Spurs,92,90
198911140MIN,Golden State Warriors,101,98
198911140NJN,Cleveland Cavaliers,92,103
198911140POR,New York Knicks,118,117
198911140SAC,Chicago Bulls,94,96
198911140SEA,Dallas Mavericks,109,113
199211150NJN,Washington Bullets,111,104
199211150SAC,Cleveland Cavaliers,109,107
199211160PHO,Seattle SuperSonics,117,108
199211160POR,New York Knicks,109,94
199211170ATL,Milwaukee Bucks,106,114
198912050DAL,Golden State Warriors,107,88
198912050LAL,Los Angeles Clippers,111,103
198912050MIA,Portland Trail Blazers,107,113
198912050MIN,New Jersey Nets,92,90
198912050NYK,Philadelphia 76ers,110,103
199011130POR,Denver Nuggets,155,129
199011130SEA,New York Knicks,110,116
199011130UTA,Chicago Bulls,82,84
199011140BOS,Charlotte Hornets,135,126
200601020IND,7:00p,Indiana Pacers,Seattle SuperSonics
200601020NOK,8:00p,New Orleans/Oklahoma City Hornets,Charlotte Bobcats
200601020NYK,7:30p,New York Knicks,Phoenix Suns
200601030ATL,7:00p,Atlanta Hawks,Toronto Raptors
200601030DAL,8:30p,Dallas Mavericks,Portland Trail Blazers
199205090NYK,Chicago Bulls,86,94
199205090PHO,Portland Trail Blazers,124,117
199205100BOS,Cleveland Cavaliers,112,114
199205100NYK,Chicago Bulls,93,86
200501010CHI,8:30p,Chicago Bulls,Orlando Magic
200412010BOS,7:00p,Boston Celtics,Milwaukee Bucks
200411020DAL,8:30p,Dallas Mavericks,Sacramento Kings
200406010DET,8:00p,Detroit Pistons,Indiana Pacers
200406060LAL,9:00p,Los Angeles Lakers,Detroit Pistons
200406080LAL,9:00p,Los Angeles Lakers,Detroit Pistons
200405020NOH,1:00p,New Orleans Hornets,Miami Heat
200512020DET,8:00p,Detroit Pistons,New York Knicks
200512020GSW,10:30p,Golden State Warriors,Charlotte Bobcats
200512020LAL,10:30p,Los Angeles Lakers,Minnesota Timberwolves
200512020MEM,8:00p,Memphis Grizzlies,Orlando Magic
200512020NOK,8:00p,New Orleans/Oklahoma City Hornets,Philadelphia 76ers
199411140UTA,New York Knicks,110,97
199411150ATL,Boston Celtics,110,94
199411150CLE,Charlotte Hornets,89,86
199411150DEN,San Antonio Spurs,112,99
200511020CHI,8:30p,Chicago Bulls,Charlotte Bobcats
